,Insect
2998,0
2999,0
3000,0
3001,0
3002,0
3003,1
3004,0
3005,0
3006,1
3007,0
3008,0
3009,0
3010,1
3011,2
3012,1
3013,0
3014,0
3015,0
3016,0
3017,1
3018,1
3019,0
3020,1
3021,1
3022,1
3023,1
3024,1
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,1
3032,0
3033,2
3034,0
3035,0
3036,0
3037,2
3038,2
3039,1
3040,0
3041,1
3042,1
3043,2
3044,1
3045,0
3046,1
3047,0
3048,1
3049,0
3050,0
3051,0
3052,0
3053,2
3054,2
3055,0
3056,0
3057,2
3058,1
3059,2
3060,0
3061,0
3062,0
3063,0
3064,0
3065,0
3066,1
3067,0
3068,2
3069,1
3070,0
3071,1
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0
3079,0
3080,1
3081,0
3082,1
3083,1
3084,2
3085,0
3086,0
3087,0
3088,0
3089,0
3090,1
3091,2
3092,0
3093,0
3094,0
3095,0
3096,0
3097,1
3098,0
3099,0
3100,1
3101,0
3102,0
3103,1
3104,0
3105,0
3106,1
3107,1
3108,1
3109,1
3110,1
3111,0
3112,0
3113,0
3114,1
3115,0
3116,0
3117,0
3118,0
3119,1
3120,2
3121,0
3122,2
3123,1
3124,1
3125,1
3126,0
3127,0
3128,1
3129,1
3130,0
3131,1
3132,0
3133,0
3134,0
3135,0
3136,0
3137,0
3138,0
3139,0
3140,1
3141,0
3142,0
3143,0
3144,0
3145,1
3146,0
3147,1
3148,2
3149,1
3150,1
3151,0
3152,1
3153,0
3154,0
3155,0
3156,0
3157,0
3158,1
3159,0
3160,0
3161,0
3162,1
3163,1
3164,0
3165,2
3166,0
3167,0
3168,0
3169,2
3170,0
3171,1
3172,1
3173,0
3174,0
3175,1
3176,0
3177,1
3178,1
3179,1
3180,1
3181,1
3182,1
3183,0
3184,1
3185,1
3186,1
3187,0
3188,0
3189,1
3190,0
3191,1
3192,2
3193,0
3194,1
3195,0
3196,1
3197,0
3198,0
3199,0
3200,0
3201,0
3202,0
3203,1
3204,0
3205,0
3206,1
3207,0
3208,1
3209,2
3210,2
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,1
3219,1
3220,1
3221,0
3222,2
3223,1
3224,1
3225,1
3226,1
3227,0
3228,0
3229,1
3230,0
3231,1
3232,0
3233,0
3234,0
3235,0
3236,0
3237,1
3238,0
3239,0
3240,0
3241,0
3242,0
3243,1
3244,0
3245,0
3246,1
3247,0
3248,1
3249,1
3250,1
3251,0
3252,0
3253,1
3254,0
3255,1
3256,1
3257,0
3258,0
3259,1
3260,1
3261,0
3262,0
3263,1
3264,0
3265,2
3266,1
3267,0
3268,1
3269,0
3270,0
3271,0
3272,0
3273,0
3274,0
3275,0
3276,0
3277,1
3278,1
3279,2
3280,1
3281,0
3282,2
3283,1
3284,0
3285,0
3286,1
3287,1
3288,1
3289,1
3290,1
3291,0
3292,1
3293,1
3294,0
3295,0
3296,0
3297,1
3298,0
3299,1
3300,0
3301,0
3302,0
3303,1
3304,0
3305,0
3306,0
3307,1
3308,0
3309,1
3310,1
3311,1
3312,1
3313,1
3314,0
3315,0
3316,0
3317,1
3318,0
3319,2
3320,0
3321,1
3322,0
3323,1
3324,0
3325,0
3326,0
3327,1
3328,1
3329,2
3330,2
3331,0
3332,0
3333,0
3334,0
3335,1
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0
3343,1
3344,0
3345,1
3346,1
3347,1
3348,1
3349,1
3350,0
3351,0
3352,0
3353,0
3354,1
3355,0
3356,0
3357,1
3358,0
3359,1
3360,0
3361,0
3362,1
3363,0
3364,0
3365,0
3366,1
3367,1
3368,1
3369,2
3370,1
3371,2
3372,0
3373,0
3374,0
3375,0
3376,0
3377,0
3378,0
3379,1
3380,0
3381,1
3382,0
3383,1
3384,1
3385,1
3386,0
3387,1
3388,1
3389,0
3390,1
3391,1
3392,0
3393,1
3394,0
3395,0
3396,1
3397,2
3398,1
3399,1
3400,1
3401,0
3402,0
3403,0
3404,1
3405,1
3406,0
3407,0
3408,0
3409,1
3410,1
3411,0
3412,2
3413,0
3414,0
3415,0
3416,0
3417,1
3418,1
3419,1
3420,0
3421,0
3422,0
3423,1
3424,0
3425,0
3426,0
3427,0
3428,0
3429,1
3430,1
3431,0
3432,0
3433,0
3434,1
3435,0
3436,0
3437,1
3438,1
3439,0
3440,0
3441,0
3442,1
3443,2
3444,1
3445,0
3446,0
3447,0
3448,1
3449,0
3450,1
3451,0
3452,0
3453,0
3454,1
3455,0
3456,1
3457,1
3458,0
3459,1
3460,0
3461,0
3462,0
3463,1
3464,0
3465,1
3466,0
3467,1
3468,0
3469,0
3470,1
3471,0
3472,1
3473,1
3474,1
3475,0
3476,1
3477,0
3478,2
3479,1
3480,0
3481,1
3482,0
3483,0
3484,0
3485,1
3486,0
3487,1
3488,0
3489,1
3490,1
3491,0
3492,0
3493,0
3494,1
3495,1
3496,2
3497,1
3498,0
3499,0
3500,0
3501,1
3502,2
3503,0
3504,1
3505,2
3506,0
3507,0
3508,1
3509,1
3510,2
3511,1
3512,0
3513,2
3514,0
3515,1
3516,0
3517,0
3518,1
3519,2
3520,1
3521,0
3522,1
3523,0
3524,1
3525,1
3526,0
3527,0
3528,1
3529,0
3530,0
3531,1
3532,2
3533,0
3534,0
3535,1
3536,0
3537,2
3538,1
3539,0
3540,0
3541,0
3542,0
3543,0
3544,1
3545,2
3546,0
3547,2
3548,1
3549,2
3550,0
3551,0
3552,0
3553,1
3554,0
3555,1
3556,2
3557,2
3558,0
3559,1
3560,1
3561,0
3562,0
3563,1
3564,0
3565,0
3566,1
3567,0
3568,1
3569,1
3570,0
3571,0
3572,2
3573,0
3574,0
3575,1
3576,0
3577,0
3578,0
3579,1
3580,0
3581,0
3582,0
3583,2
3584,0
3585,0
3586,1
3587,0
3588,0
3589,0
3590,0
3591,0
3592,0
3593,0
3594,0
3595,1
3596,1
3597,0
3598,0
3599,1
3600,0
3601,0
3602,1
3603,1
3604,0
3605,1
3606,0
3607,1
3608,0
3609,1
3610,0
3611,2
3612,2
3613,0
3614,1
3615,0
3616,1
3617,0
3618,2
3619,0
3620,1
3621,1
3622,1
3623,1
3624,1
3625,1
3626,1
3627,1
3628,1
3629,1
3630,0
3631,2
3632,0
3633,1
3634,0
3635,1
3636,2
3637,1
3638,0
3639,0
3640,0
3641,1
3642,0
3643,0
3644,0
3645,0
3646,2
3647,0
3648,0
3649,1
3650,1
3651,0
3652,1
3653,1
3654,1
3655,2
3656,0
3657,0
3658,2
3659,0
3660,0
3661,0
3662,1
3663,1
3664,0
3665,0
3666,1
3667,0
3668,0
3669,0
3670,1
3671,0
3672,1
3673,1
3674,0
3675,1
3676,1
3677,1
3678,0
3679,0
3680,0
3681,0
3682,0
3683,1
3684,1
3685,1
3686,1
3687,0
3688,0
3689,1
3690,0
3691,1
3692,0
3693,0
3694,1
3695,1
3696,0
3697,1
3698,0
3699,0
3700,0
3701,1
3702,1
3703,0
3704,1
3705,0
3706,0
3707,0
3708,1
3709,0
3710,0
3711,2
3712,1
3713,0
3714,1
3715,0
3716,0
3717,1
3718,1
3719,0
3720,1
3721,1
3722,1
3723,1
3724,0
3725,1
3726,1
3727,0
3728,0
3729,0
3730,1
3731,1
3732,1
3733,1
3734,0
3735,0
3736,0
3737,1
3738,2
3739,2
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,1
3748,1
3749,1
3750,1
3751,0
3752,1
3753,0
3754,1
3755,0
3756,0
3757,1
3758,1
3759,0
3760,1
3761,1
3762,1
3763,0
3764,0
3765,0
3766,0
3767,0
3768,1
3769,1
3770,1
3771,1
3772,1
3773,0
3774,0
3775,1
3776,0
3777,1
3778,0
3779,0
3780,1
3781,0
3782,2
3783,1
3784,1
3785,1
3786,0
3787,0
3788,1
3789,0
3790,0
3791,1
3792,1
3793,1
3794,0
3795,1
3796,0
3797,0
3798,0
3799,1
3800,0
3801,0
3802,0
3803,0
3804,0
3805,1
3806,0
3807,0
3808,1
3809,0
3810,0
3811,0
3812,0
3813,0
3814,1
3815,0
3816,0
3817,1
3818,0
3819,1
3820,1
3821,0
3822,2
3823,2
3824,1
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,1
3832,0
3833,1
3834,0
3835,1
3836,1
3837,0
3838,0
3839,0
3840,0
3841,1
3842,1
3843,1
3844,1
3845,2
3846,0
3847,1
3848,2
3849,2
3850,1
3851,1
3852,1
3853,1
3854,1
3855,1
3856,0
3857,1
3858,0
3859,0
3860,1
3861,0
3862,0
3863,1
3864,0
3865,1
3866,1
3867,0
3868,0
3869,2
3870,0
3871,0
3872,1
3873,0
3874,1
3875,0
3876,1
3877,0
3878,0
3879,2
3880,1
3881,2
3882,2
3883,1
3884,1
3885,1
3886,1
3887,0
3888,1
3889,1
3890,2
3891,1
3892,1
3893,0
3894,0
3895,1
3896,1
3897,0
3898,1
3899,1
3900,1
3901,2
3902,1
3903,1
3904,1
3905,0
3906,1
3907,1
3908,0
3909,0
3910,1
3911,0
3912,0
3913,0
3914,0
3915,1
3916,0
3917,0
3918,0
3919,0
3920,0
3921,0
3922,0
3923,1
3924,1
3925,0
3926,1
3927,2
3928,0
3929,2
3930,1
3931,0
3932,0
3933,0
3934,1
3935,0
3936,1
3937,0
3938,0
3939,0
3940,0
3941,2
3942,0
3943,0
3944,0
3945,0
3946,0
3947,1
3948,0
3949,0
3950,0
3951,1
3952,0
3953,1
3954,0
3955,1
3956,0
3957,0
3958,1
3959,1
3960,0
3961,2
3962,0
3963,2
3964,1
3965,0
3966,0
3967,1
3968,1
3969,2
3970,0
3971,0
3972,0
3973,0
3974,0
3975,0
3976,1
3977,0
3978,1
3979,1
3980,1
3981,0
3982,0
3983,0
3984,0
3985,0
3986,1
3987,0
3988,1
3989,1
3990,1
3991,0
3992,1
3993,0
3994,1
3995,2
3996,0
3997,0
3998,0
3999,0
4000,0
4001,0
4002,0
4003,0
4004,1
4005,1
4006,0
4007,1
4008,0
4009,0
4010,1
4011,0
4012,2
4013,1
4014,0
4015,0
4016,1
4017,0
4018,0
4019,1
4020,0
4021,0
4022,0
4023,2
4024,0
4025,1
4026,0
4027,0
4028,0
4029,0
4030,0
4031,1
4032,0
4033,1
4034,1
4035,0
4036,2
4037,1
4038,0
4039,1
4040,0
4041,0
4042,1
4043,0
4044,0
4045,1
4046,0
4047,0
4048,1
4049,0
4050,0
4051,1
4052,1
4053,1
4054,1
4055,0
4056,2
4057,0
4058,1
4059,0
4060,0
4061,1
4062,0
4063,0
4064,1
4065,2
4066,0
4067,1
4068,0
4069,1
4070,1
4071,0
4072,0
4073,0
4074,1
4075,0
4076,2
4077,1
4078,0
4079,0
4080,0
4081,0
4082,1
4083,0
4084,1
4085,0
4086,0
4087,0
4088,0
4089,1
4090,2
4091,0
4092,0
4093,0
4094,1
4095,1
4096,0
4097,0
4098,0
4099,1
4100,0
4101,1
4102,0
4103,1
4104,0
4105,2
4106,0
4107,0
4108,0
4109,0
4110,0
4111,0
4112,1
4113,0
4114,1
4115,0
4116,1
4117,2
4118,1
4119,0
4120,0
4121,1
4122,1
4123,0
4124,1
4125,1
4126,1
4127,0
4128,0
4129,1
4130,0
4131,0
4132,0
4133,1
4134,1
4135,0
4136,0
4137,0
4138,0
4139,2
4140,1
4141,0
4142,1
4143,0
4144,1
4145,0
4146,1
4147,0
4148,1
4149,0
4150,1
4151,0
4152,0
4153,1
4154,1
4155,1
4156,1
4157,0
4158,0
4159,0
4160,0
4161,1
4162,0
4163,1
4164,0
4165,0
4166,1
4167,0
4168,1
4169,0
4170,2
4171,0
4172,0
4173,1
4174,1
4175,0
4176,1
4177,1
4178,0
4179,0
4180,1
4181,1
4182,0
4183,1
4184,0
4185,0
4186,0
4187,0
4188,1
4189,1
4190,2
4191,0
4192,0
4193,1
4194,0
4195,1
4196,2
4197,1
4198,0
4199,0
4200,1
4201,0
4202,1
4203,1
4204,0
4205,1
4206,1
4207,0
4208,1
4209,0
4210,1
4211,1
4212,1
4213,0
4214,2
4215,0
4216,0
4217,1
4218,0
4219,1
4220,0
4221,1
4222,0
4223,1
4224,1
4225,0
4226,1
4227,1
4228,0
4229,0
4230,1
4231,1
4232,1
4233,0
4234,1
4235,0
4236,0
4237,0
4238,0
4239,1
4240,1
4241,0
4242,0
4243,1
4244,0
4245,1
4246,1
4247,0
4248,0
4249,1
4250,0
4251,0
4252,0
4253,1
4254,2
4255,0
4256,0
4257,0
4258,0
4259,0
4260,1
4261,0
4262,1
4263,1
4264,0
4265,1
4266,2
4267,1
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,1
4275,1
4276,0
4277,0
4278,1
4279,1
4280,0
4281,0
4282,0
4283,1
4284,0
4285,1
4286,1
4287,1
4288,0
4289,1
4290,0
4291,0
4292,1
4293,1
4294,1
4295,1
4296,1
4297,1
4298,1
4299,0
4300,0
4301,1
4302,0
4303,2
4304,0
4305,1
4306,0
4307,0
4308,1
4309,1
4310,0
4311,1
4312,1
4313,0
4314,1
4315,1
4316,1
4317,1
4318,0
4319,0
4320,0
4321,1
4322,0
4323,0
4324,0
4325,1
4326,1
4327,0
4328,0
4329,1
4330,0
4331,1
4332,1
4333,1
4334,1
4335,1
4336,2
4337,1
4338,1
4339,0
4340,0
4341,2
4342,0
4343,1
4344,0
4345,0
4346,0
4347,1
4348,1
4349,0
4350,0
4351,1
4352,0
4353,0
4354,1
4355,0
4356,0
4357,1
4358,0
4359,0
4360,1
4361,1
4362,0
4363,0
4364,0
4365,1
4366,0
4367,0
4368,1
4369,0
4370,1
4371,1
4372,0
4373,1
4374,1
4375,0
4376,1
4377,0
4378,0
4379,1
4380,1
4381,2
4382,1
4383,2
4384,0
4385,0
4386,1
4387,1
4388,1
4389,0
4390,1
4391,0
4392,1
4393,0
4394,2
4395,1
4396,1
4397,0
4398,0
4399,0
4400,1
4401,0
4402,1
4403,1
4404,0
4405,0
4406,1
4407,0
4408,1
4409,0
4410,2
4411,1
4412,0
4413,1
4414,0
4415,1
4416,0
4417,1
4418,0
4419,1
4420,1
4421,0
4422,1
4423,1
4424,2
4425,2
4426,0
4427,0
4428,1
4429,1
4430,1
4431,0
4432,1
4433,0
4434,0
4435,0
4436,0
4437,1
4438,0
4439,0
4440,0
4441,1
4442,1
4443,1
4444,0
4445,0
4446,1
4447,0
4448,1
4449,0
4450,0
4451,0
4452,0
4453,0
4454,0
4455,1
4456,1
4457,0
4458,0
4459,2
4460,0
4461,1
4462,0
4463,1
4464,0
4465,1
4466,0
4467,1
4468,0
4469,0
4470,0
4471,0
4472,0
4473,1
4474,1
4475,1
4476,0
4477,1
4478,0
4479,1
4480,0
4481,0
4482,0
4483,0
4484,1
4485,1
4486,1
4487,1
4488,1
4489,1
4490,1
4491,0
4492,0
4493,0
4494,1
4495,0
4496,0
4497,1
4498,0
4499,0
4500,1
4501,0
4502,1
4503,1
4504,1
4505,0
4506,1
4507,1
4508,1
4509,0
4510,0
4511,0
4512,0
4513,0
4514,0
4515,0
4516,0
4517,1
4518,1
4519,0
4520,0
4521,0
4522,1
4523,0
4524,1
4525,0
4526,1
4527,0
4528,0
4529,0
4530,1
4531,0
4532,2
4533,0
4534,1
4535,0
4536,0
4537,0
4538,2
4539,0
4540,1
4541,0
4542,1
4543,1
4544,0
4545,1
4546,0
4547,1
4548,0
4549,1
4550,1
4551,0
4552,0
4553,1
4554,0
4555,1
4556,0
4557,1
4558,1
4559,0
4560,0
4561,0
4562,0
4563,0
4564,0
4565,1
4566,1
4567,1
4568,1
4569,0
4570,0
4571,1
4572,0
4573,0
4574,0
4575,1
4576,0
4577,0
4578,0
4579,0
4580,1
4581,2
4582,0
4583,2
4584,0
4585,0
4586,1
4587,1
4588,0
4589,0
4590,0
4591,0
4592,1
4593,0
4594,0
4595,1
4596,1
4597,1
4598,1
4599,1
4600,1
4601,1
4602,0
4603,2
4604,1
4605,2
4606,1
4607,1
4608,1
4609,1
4610,0
4611,1
4612,1
4613,0
4614,0
4615,0
4616,2
4617,1
4618,0
4619,0
4620,1
4621,0
4622,0
4623,1
4624,0
4625,1
4626,0
4627,0
4628,0
4629,2
4630,1
4631,0
4632,0
4633,0
4634,0
4635,0
4636,0
4637,0
4638,0
4639,1
4640,2
4641,0
4642,0
4643,2
4644,1
4645,0
4646,0
4647,1
4648,0
4649,0
4650,1
4651,1
4652,0
4653,1
4654,0
4655,1
4656,1
4657,0
4658,0
4659,1
4660,1
4661,0
4662,0
4663,0
4664,0
4665,1
4666,0
4667,0
4668,1
4669,0
4670,0
4671,2
4672,1
4673,0
4674,1
4675,1
4676,1
4677,1
4678,0
4679,0
4680,0
4681,0
4682,2
4683,1
4684,0
4685,0
4686,1
4687,0
4688,1
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,2
4696,1
4697,1
4698,0
4699,0
4700,1
4701,0
4702,0
4703,1
4704,1
4705,1
4706,1
4707,0
4708,0
4709,0
4710,0
4711,0
4712,1
4713,1
4714,0
4715,1
4716,1
4717,1
4718,0
4719,0
4720,0
4721,1
4722,1
4723,1
4724,1
4725,1
4726,0
4727,1
4728,0
4729,1
4730,1
4731,1
4732,0
4733,1
4734,2
4735,1
4736,1
4737,1
4738,0
4739,1
4740,0
4741,0
4742,0
4743,1
4744,0
4745,1
4746,0
4747,1
4748,0
4749,1
4750,1
4751,2
4752,1
4753,0
4754,1
4755,1
4756,1
4757,0
4758,0
4759,1
4760,0
4761,0
4762,0
4763,0
4764,1
4765,0
4766,1
4767,0
4768,0
4769,1
4770,0
4771,1
4772,0
4773,0
4774,0
4775,1
4776,0
4777,0
4778,0
4779,0
4780,0
4781,1
4782,0
4783,0
4784,0
4785,1
4786,0
4787,0
4788,1
4789,1
4790,1
4791,1
4792,0
4793,0
4794,0
4795,0
4796,2
4797,1
4798,0
4799,0
4800,1
4801,1
4802,0
4803,0
4804,1
4805,0
4806,1
4807,1
4808,0
4809,1
4810,0
4811,0
4812,0
4813,0
4814,2
4815,1
4816,1
4817,0
4818,0
4819,0
4820,1
4821,0
4822,0
4823,0
4824,0
4825,1
4826,2
4827,1
4828,1
4829,0
4830,0
4831,1
4832,0
4833,1
4834,0
4835,2
4836,0
4837,2
4838,0
4839,0
4840,0
4841,0
4842,1
4843,1
4844,2
4845,0
4846,1
4847,0
4848,0
4849,1
4850,1
4851,1
4852,1
4853,2
4854,1
4855,0
4856,1
4857,0
4858,0
4859,1
4860,0
4861,2
4862,0
4863,0
4864,0
4865,0
4866,0
4867,0
4868,0
4869,0
4870,2
4871,1
4872,0
4873,0
4874,1
4875,0
4876,2
4877,0
4878,1
4879,1
4880,0
4881,0
4882,0
4883,1
4884,0
4885,0
4886,0
4887,1
4888,0
4889,1
4890,1
4891,0
4892,1
4893,0
4894,1
4895,0
4896,1
4897,0
4898,1
4899,0
4900,0
4901,2
4902,1
4903,0
4904,1
4905,0
4906,0
4907,1
4908,1
4909,1
4910,0
4911,1
4912,1
4913,1
4914,0
4915,0
4916,0
4917,0
4918,1
4919,0
4920,0
4921,0
4922,0
4923,1
4924,0
4925,0
4926,1
4927,0
4928,0
4929,1
4930,1
4931,0
4932,1
4933,1
4934,0
4935,1
4936,0
4937,0
4938,0
4939,1
4940,1
4941,1
4942,1
4943,1
4944,0
4945,1
4946,0
4947,0
4948,0
4949,0
4950,1
4951,0
4952,1
4953,2
4954,0
4955,1
4956,1
4957,1
4958,0
4959,1
4960,0
4961,0
4962,1
4963,0
4964,0
4965,0
4966,0
4967,0
4968,0
4969,1
4970,1
4971,0
4972,0
4973,1
4974,0
4975,0
4976,1
4977,1
4978,2
4979,0
4980,1
4981,0
4982,2
4983,1
4984,0
4985,1
4986,1
4987,1
4988,2
4989,1
4990,0
4991,0
4992,1
4993,1
4994,0
4995,0
4996,1
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,1
5005,1
5006,1
5007,0
5008,2
5009,1
5010,0
5011,0
5012,1
5013,0
5014,0
5015,1
5016,1
5017,1
5018,0
5019,1
5020,0
5021,1
5022,0
5023,1
5024,1
5025,0
5026,1
5027,1
5028,0
5029,0
5030,0
5031,2
5032,1
5033,0
5034,1
5035,1
5036,0
5037,2
5038,1
5039,1
5040,1
5041,1
5042,1
5043,0
5044,0
5045,0
5046,2
5047,1
5048,0
5049,0
5050,0
5051,0
5052,1
5053,1
5054,0
5055,0
5056,0
5057,1
5058,0
5059,0
5060,0
5061,0
5062,0
5063,1
5064,0
5065,0
5066,1
5067,1
5068,0
5069,0
5070,0
5071,1
5072,1
5073,0
5074,1
5075,0
5076,0
5077,1
5078,0
5079,0
5080,1
5081,0
5082,0
5083,0
5084,0
5085,0
5086,1
5087,2
5088,0
5089,0
5090,0
5091,0
5092,1
5093,0
5094,1
5095,0
5096,0
5097,1
5098,1
5099,2
5100,1
5101,1
5102,0
5103,1
5104,1
5105,1
5106,0
5107,0
5108,0
5109,1
5110,1
5111,0
5112,1
5113,1
5114,0
5115,1
5116,1
5117,0
5118,0
5119,1
5120,1
5121,0
5122,0
5123,1
5124,0
5125,0
5126,0
5127,1
5128,0
5129,0
5130,2
5131,1
5132,0
5133,1
5134,0
5135,0
5136,1
5137,0
5138,1
5139,1
5140,1
5141,0
5142,1
5143,0
5144,0
5145,1
5146,1
5147,0
5148,1
5149,2
5150,1
5151,0
5152,2
5153,2
5154,0
5155,1
5156,1
5157,0
5158,1
5159,1
5160,0
5161,0
5162,0
5163,0
5164,0
5165,1
5166,1
5167,0
5168,2
5169,1
5170,0
5171,1
5172,2
5173,0
5174,1
5175,0
5176,0
5177,1
5178,2
5179,1
5180,1
5181,1
5182,1
5183,0
5184,0
5185,0
5186,0
5187,0
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,0
5195,1
5196,2
5197,2
5198,1
5199,1
5200,0
5201,0
5202,0
5203,0
5204,2
5205,0
5206,0
5207,0
5208,1
5209,0
5210,0
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,1
5218,1
5219,0
5220,1
5221,1
5222,2
5223,0
5224,0
5225,0
5226,0
5227,0
5228,0
5229,1
5230,1
5231,1
5232,1
5233,1
5234,0
5235,1
5236,0
5237,1
5238,0
5239,0
5240,1
5241,0
5242,0
5243,0
5244,1
5245,0
5246,0
5247,0
5248,0
5249,2
5250,0
5251,0
5252,1
5253,1
5254,1
5255,1
5256,1
5257,0
5258,1
5259,1
5260,1
5261,1
5262,2
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0
5269,1
5270,0
5271,1
5272,0
5273,0
5274,0
5275,2
5276,0
5277,1
5278,0
5279,1
5280,1
5281,1
5282,0
5283,1
5284,1
5285,1
5286,0
5287,2
5288,0
5289,2
5290,0
5291,0
5292,1
5293,0
5294,0
5295,0
5296,2
5297,1
5298,1
5299,1
5300,0
5301,0
5302,1
5303,0
5304,0
5305,0
5306,0
5307,1
5308,1
5309,1
5310,1
5311,0
5312,0
5313,1
5314,1
5315,1
5316,0
5317,1
5318,1
5319,1
5320,0
5321,0
5322,0
5323,0
5324,1
5325,0
5326,0
5327,0
5328,1
5329,0
5330,1
5331,0
5332,1
5333,0
5334,1
5335,0
5336,0
5337,0
5338,0
5339,0
5340,0
5341,2
5342,0
5343,0
5344,0
5345,0
5346,1
5347,1
5348,0
5349,0
5350,0
5351,0
5352,0
5353,2
5354,0
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,1
5362,1
5363,0
5364,1
5365,1
5366,2
5367,0
5368,0
5369,1
5370,0
5371,1
5372,1
5373,0
5374,1
5375,0
5376,1
5377,0
5378,1
5379,1
5380,0
5381,1
5382,1
5383,0
5384,1
5385,0
5386,1
5387,0
5388,0
5389,0
5390,0
5391,1
5392,0
5393,0
5394,0
5395,2
5396,0
5397,1
5398,0
5399,1
5400,0
5401,0
5402,0
5403,0
5404,0
5405,0
5406,0
5407,0
5408,0
5409,0
5410,0
5411,0
5412,1
5413,0
5414,0
5415,0
5416,2
5417,1
5418,0
5419,0
5420,0
5421,0
5422,0
5423,0
5424,1
5425,0
5426,0
5427,0
5428,0
5429,0
5430,1
5431,1
5432,0
5433,1
5434,1
5435,0
5436,1
5437,2
5438,1
5439,1
5440,0
5441,0
5442,0
5443,2
5444,0
5445,1
5446,0
5447,1
5448,0
5449,1
5450,1
5451,0
5452,2
5453,1
5454,0
5455,1
5456,0
5457,0
5458,0
5459,0
5460,0
5461,0
5462,1
5463,2
5464,1
5465,0
5466,0
5467,2
5468,0
5469,2
5470,0
5471,1
5472,1
5473,0
5474,1
5475,2
5476,0
5477,1
5478,2
5479,0
5480,0
5481,1
5482,0
5483,0
5484,1
5485,0
5486,1
5487,0
5488,1
5489,0
5490,0
5491,1
5492,1
5493,1
5494,0
5495,1
5496,2
5497,1
5498,0
5499,0
5500,0
5501,0
5502,0
5503,0
5504,1
5505,1
5506,1
5507,0
5508,0
5509,1
5510,1
5511,1
5512,0
5513,2
5514,0
5515,1
5516,1
5517,1
5518,0
5519,0
5520,0
5521,1
5522,0
5523,2
5524,0
5525,1
5526,1
5527,0
5528,2
5529,1
5530,0
5531,0
5532,0
5533,1
5534,0
5535,0
5536,0
5537,0
5538,0
5539,0
5540,0
5541,0
5542,0
5543,0
5544,2
5545,0
5546,0
5547,1
5548,0
5549,0
5550,0
5551,0
5552,0
5553,0
5554,1
5555,0
5556,2
5557,2
5558,0
5559,0
5560,0
5561,1
5562,1
5563,1
5564,1
5565,0
5566,1
5567,0
5568,1
5569,0
5570,0
5571,1
5572,1
5573,1
5574,0
5575,0
5576,1
5577,2
5578,0
5579,1
5580,1
5581,0
5582,0
5583,0
5584,0
5585,0
5586,1
5587,1
5588,1
5589,0
5590,1
5591,1
5592,1
5593,0
5594,0
5595,0
5596,2
5597,0
5598,1
5599,1
5600,0
5601,2
5602,0
5603,0
5604,0
5605,1
5606,1
5607,2
5608,0
5609,2
5610,1
5611,0
5612,0
5613,2
5614,1
5615,2
5616,0
5617,1
5618,0
5619,0
5620,0
5621,1
5622,0
5623,1
5624,0
5625,0
5626,0
5627,0
5628,0
5629,0
5630,2
5631,1
5632,0
5633,0
5634,0
5635,1
5636,1
5637,0
5638,0
5639,0
5640,0
5641,1
5642,0
5643,1
5644,1
5645,0
5646,1
5647,2
5648,0
5649,0
5650,1
5651,0
5652,0
5653,0
5654,0
5655,1
5656,0
5657,0
5658,1
5659,0
5660,1
5661,0
5662,0
5663,0
5664,1
5665,1
5666,1
5667,1
5668,1
5669,1
5670,1
5671,0
5672,1
5673,0
5674,1
5675,2
5676,0
5677,0
5678,2
5679,0
5680,1
5681,2
5682,2
5683,1
5684,0
5685,1
5686,0
5687,0
5688,0
5689,0
5690,0
5691,1
5692,1
5693,0
5694,1
5695,0
5696,1
5697,0
5698,1
5699,0
5700,1
5701,0
5702,1
5703,0
5704,0
5705,0
5706,1
5707,1
5708,1
5709,1
5710,1
5711,0
5712,1
5713,2
5714,0
5715,1
5716,1
5717,1
5718,1
5719,1
5720,0
5721,0
5722,1
5723,1
5724,0
5725,1
5726,1
5727,0
5728,0
5729,0
5730,1
5731,2
5732,0
5733,0
5734,1
5735,0
5736,0
5737,1
5738,1
5739,0
5740,1
5741,0
5742,0
5743,1
5744,0
5745,1
5746,0
5747,0
5748,0
5749,1
5750,0
5751,1
5752,1
5753,1
5754,0
5755,0
5756,0
5757,2
5758,0
5759,2
5760,1
5761,1
5762,0
5763,0
5764,1
5765,1
5766,0
5767,0
5768,1
5769,1
5770,0
5771,0
5772,0
5773,1
5774,0
5775,1
5776,1
5777,1
5778,0
5779,1
5780,0
5781,0
5782,0
5783,2
5784,0
5785,0
5786,0
5787,1
5788,1
5789,0
5790,1
5791,1
5792,0
5793,0
5794,0
5795,1
5796,1
